FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-12
M,Monthly,AFG,Afghanistan,WB_BPS_EXPECTATIONS_SALES,Weighted average of sales expectation in 6 months relative to 2019 (Business Pulse Surveys),NUMBER,Number,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,-31.37,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_EXPECTATIONS_SALES,Weighted average of sales expectation in 6 months relative to 2019 (Business Pulse Surveys),NUMBER,Number,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,-28.1,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_EXPECTATIONS_SALES,Weighted average of sales expectation in 6 months relative to 2019 (Business Pulse Surveys),NUMBER,Number,_Z,Not Applicable,WB_BPS_SECTOR_AGR,Sector: Agriculture,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,-17.36,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_EXPECTATIONS_SALES,Weighted average of sales expectation in 6 months relative to 2019 (Business Pulse Surveys),NUMBER,Number,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,-24.99,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_EXPECTATIONS_SALES,Weighted average of sales expectation in 6 months relative to 2019 (Business Pulse Surveys),NUMBER,Number,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,-28.53,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_ONLINE_SALES,Share of monthly sales using digital platforms during the last 30 days (no micro firms included) (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,22.82,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_ONLINE_SALES,Share of monthly sales using digital platforms during the last 30 days (no micro firms included) (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,31.74,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_ONLINE_SALES,Share of monthly sales using digital platforms during the last 30 days (no micro firms included) (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,24.53,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_ONLINE_SALES,Share of monthly sales using digital platforms during the last 30 days (no micro firms included) (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,29.31,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_ABSENCE,Share of establishments that granted leave to workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,80.95,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_ABSENCE,Share of establishments that granted leave to workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,69.29,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_ABSENCE,Share of establishments that granted leave to workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,67.16,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_ABSENCE,Share of establishments that granted leave to workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_AGR,Sector: Agriculture,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,47.06,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_ABSENCE,Share of establishments that granted leave to workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,64.79,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_ABSENCE,Share of establishments that granted leave to workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,69.43,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_FIRED,Share of establishments that fired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,35.71,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_FIRED,Share of establishments that fired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,42.14,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_FIRED,Share of establishments that fired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,34.8,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_FIRED,Share of establishments that fired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_AGR,Sector: Agriculture,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,38.24,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_FIRED,Share of establishments that fired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,45.07,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_FIRED,Share of establishments that fired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,37.56,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,11.9,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,9.29,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,4.41,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_AGR,Sector: Agriculture,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,11.76,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,7.04,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HIRED,Share of establishments that hired workers in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,6.99,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,26.19,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,20.0,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,13.73,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_AGR,Sector: Agriculture,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,20.59,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,15.49,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_HOURS_CUT,Share of establishments that reduced hours in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,17.36,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,16.67,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,17.14,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,16.18,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_AGR,Sector: Agriculture,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,11.76,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,12.68,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_PLANTS_WAGES_CUT,Share of establishments that reduced wages in the last 30 days (Business Pulse Surveys),PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,16.58,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,WB_BPS_SUPPORT_2,Mode of support: Payments deferrals,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,2.38,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_M,Size: Medium (20-99),_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,1.43,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,WB_BPS_SIZE_S,Size: Small (5-19),_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,1.47,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,WB_BPS_SECTOR_MGF,Sector: Manufacturing,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,0.7,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_SUPPORT_2,Mode of support: Payments deferrals,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,0.26,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_RCV_POLICY,Business Pulse Surveys: Received/Expected support:  Share of firms (over total surveyed) that received support,PT,Percentage,_Z,Not Applicable,_Z,Not Applicable,WB_BPS_SUPPORT_4,Mode of support: Tax reduction or exemptions,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,1.3,,,,,,,,,,,,,,,
M,Monthly,AFG,Afghanistan,WB_BPS_REMOTE_WORKERS,Share of employees working remotely at the time of the interview (no micro firms included) (Business Pulse Surveys),PT,Percentage,WB_BPS_SIZE_L,Size: Large (100+),_Z,Not Applicable,_Z,Not Applicable,WB_BPS,COVID-19 Business Pulse Surveys,0,Units,A,Normal value,PU,Public,,,5.45,,,,,,,,,,,,,,,
